canonical_ref,chapter,verse,speaker,devanagari,iast,english_telang,review_status,checksum
"gita.7.24","7","24","Krishna","अव्यक्तं व्यक्तिमापन्नं मन्यन्ते मामबुद्धयः।
परं भावमजानन्तो ममाव्ययमनुत्तमम् ॥","avyaktaṃ vyaktimāpannaṃ manyante māmabuddhayaḥ
paraṃ bhāvamajānanto mamāvyayamanuttamam","The undiscerning ones, not knowing my transcendent and inexhaustible essence, than which there is nothing higher, think me, who am unperceived, to have become perceptible.","machine-aligned; two human reviews pending","e1ab9a69c74aa0ddbdcdac6adfb6a48080cfe6b0fb59963a003e632ecc3ead66"
"gita.7.25","7","25","Krishna","नाहं प्रकाशः सर्वस्य योगमायासमावृतः।
मूढोऽयं नाभिजानाति लोको मामजमव्ययम् ॥","nāhaṃ prakāśaḥ sarvasya yogamāyāsamāvṛtaḥ
mūḍho.ayaṃ nābhijānāti loko māmajamavyayam","Surrounded by the delusion of my mystic power, I am not manifest to all. This deluded world knows not me unborn and inexhaustible.","machine-aligned; two human reviews pending","7f8b7ae80bb6695fd50cc85751df0df25bf62661968eab9f58f72b371478335b"
"gita.7.26","7","26","Krishna","वेदाहं समतीतानि वर्तमानानि चार्जुन।
भविष्याणि च भूतानि मां तु वेद न कश्चन ॥","vedāhaṃ samatītāni vartamānāni cārjuna
bhaviṣyāṇi ca bhūtāni māṃ tu veda na kaścana","I know, O Arjuna! the things which have been, those which are, and those which are to be. But me nobody knows.","machine-aligned; two human reviews pending","802c422c4f84294ee90c2585f8170fd1f6faf7ded04c855f8492bf05dfeb3a2a"
"gita.7.27","7","27","Krishna","इच्छाद्वेषसमुत्थेन द्वन्द्वमोहेन भारत।
सर्वभूतानि सम्मोहं सर्गे यान्ति परन्तप ॥","icchādveṣasamutthena dvandvamohena bhārata
sarvabhūtāni sammohaṃ sarge yānti parantapa","All beings","machine-aligned; two human reviews pending","b11c965fd1188947d6bfb8fb6655a3b235f58600717efb49b89450361d40ea56"
"gita.7.28","7","28","Krishna","येषां त्वन्तगतं पापं जनानां पुण्यकर्मणाम्।
ते द्वन्द्वमोहनिर्मुक्ता भजन्ते मां दृढव्रताः ॥","yeṣāṃ tvantagataṃ pāpaṃ janānāṃ puṇyakarmaṇām
te dvandvamohanirmuktā bhajante māṃ dṛḍhavratāḥ","O terror of (your) foes! are deluded at the time of birth by the delusion O descendant of Bharata! caused by the pairs of opposites arising from desire and aversion. But the men of meritorious actions whose sins have terminated worship me being released from the delusion (caused) by the pairs of opposites and being firm in their beliefs. Those who resting on me","machine-aligned; two human reviews pending","b5324241c883e3fb2dde0851952270574555b784c2a68a941d34492d90f1e87a"
"gita.7.29","7","29","Krishna","जरामरणमोक्षाय मामाश्रित्य यतन्ति ये।
ते ब्रह्म तद्विदुः कृत्स्नमध्यात्मं कर्म चाखिलम् ॥","jarāmaraṇamokṣāya māmāśritya yatanti ye
te brahma tadviduḥ kṛtsnamadhyātmaṃ karma cākhilam","work for release from old age and death know the Brahman the whole Adhyātma","machine-aligned; two human reviews pending","7cf0ef6e754401fec7a82495b37a1923ad86b736f0b0c716204cde8e28ed7921"
"gita.7.30","7","30","Krishna","साधिभूताधिदैवं मां साधियज्ञं च ये विदुः।
प्रयाणकालेऽपि च मां ते विदुर्युक्तचेतसः ॥","sādhibhūtādhidaivaṃ māṃ sādhiyajñaṃ ca ye viduḥ
prayāṇakāle.api ca māṃ te viduryuktacetasaḥ","and all action. And those who know me with the Adhibhūta the Adhidaiva and the Adhiyajña having minds devoted to abstraction know me at the time of departure (from this world).","machine-aligned; two human reviews pending","2b0d93fb80c2246b1f88f30d79312b0d1d95a203454c679aea0c9e700ee3664a"
"gita.8.1","8","1","Arjuna","अर्जुन उवाच।
किं तद् ब्रह्म किमध्यात्मं किं कर्म पुरुषोत्तम।
अधिभूतं च किं प्रोक्तमधिदैवं किमुच्यते ॥","arjuna uvāca
kiṃ tad brahma kimadhyātmaṃ kiṃ karma puruṣottama
adhibhūtaṃ ca kiṃ proktamadhidaivaṃ kimucyate","What is that Brahman what the Adhyātma and what O best of beings! is action? And what is called the Adhibhūta? And who is the Adhiyajña","machine-aligned; two human reviews pending","26f0cb1a4bdcad97cd0a0cea5e1f7177316d738b3a8d01cae73573b24877594f"
"gita.8.2","8","2","Arjuna","अधियज्ञः कथं कोऽत्र देहेऽस्मिन्मधुसूदन।
प्रयाणकाले च कथं ज्ञेयोऽसि नियतात्मभिः ॥","adhiyajñaḥ kathaṃ ko.atra dehe.asminmadhusūdana
prayāṇakāle ca kathaṃ jñeyo.asi niyatātmabhiḥ","and how in this body O destroyer of Madhu? And how too are you to be known at the time of departure (from this world) by those who restrain their selfs?","machine-aligned; two human reviews pending","f23f533f9eebf949468c1e63b3503cf9ac206d6b1ae3f6580a70dfdded754851"
"gita.8.3","8","3","Krishna","श्रीभगवानुवाच।
अक्षरं ब्रह्म परमं स्वभावोऽध्यात्ममुच्यते।
भूतभावोद्भवकरो विसर्गः कर्मसंज्ञितः ॥","śrībhagavānuvāca
akṣaraṃ brahma paramaṃ svabhāvo.adhyātmamucyate
bhūtabhāvodbhavakaro visargaḥ karmasaṃjñitaḥ","The Brahman is the supreme, the indestructible. Its manifestation (as an individual self) is called the Adhyātma. The offering (of an oblation to any divinity), which is the cause of the production and development of all things, is named action.","machine-aligned; two human reviews pending","462a16c9d94b79d92b9c33a1454fc0f266aa0f2d23201e5f832171d55cf86ed1"
"gita.8.4","8","4","Krishna","अधिभूतं क्षरो भावः पुरुषश्चाधिदैवतम्।
अधियज्ञोऽहमेवात्र देहे देहभृतां वर ॥","adhibhūtaṃ kṣaro bhāvaḥ puruṣaścādhidaivatam
adhiyajño.ahamevātra dehe dehabhṛtāṃ vara","The Adhibhūta is all perishable things. The Adhidaivata is the (primal) being. And the Adhiyajña O best of embodied (beings)! is I myself in this body. And he who leaves this body and departs (from this world) remembering me in (his) last moments comes into my essence.","machine-aligned; two human reviews pending","f2911327e6e852de347eff924aba265095bc69d66fc468928b0c24434a47cd81"
"gita.8.5","8","5","Krishna","अन्तकाले च मामेव स्मरन्मुक्त्वा कलेवरम्।
यः प्रयाति स मद्भावं याति नास्त्यत्र संशयः ॥","antakāle ca māmeva smaranmuktvā kalevaram
yaḥ prayāti sa madbhāvaṃ yāti nāstyatra saṃśayaḥ","There is no doubt of that.","machine-aligned; two human reviews pending","b168996a084b2c9f345f84d0ee93818d85744d389b9c9eaf5c5f5f326ed68d4a"
"gita.8.6","8","6","Krishna","यं यं वापि स्मरन्भावं त्यजत्यन्ते कलेवरम्।
तं तमेवैति कौन्तेय सदा तद्भावभावितः ॥","yaṃ yaṃ vāpi smaranbhāvaṃ tyajatyante kalevaram
taṃ tamevaiti kaunteya sadā tadbhāvabhāvitaḥ","Also whichever form (of deity) he remembers when he finally leaves this body to that he goes O son of Kuntī ! having been used to ponder on it.","machine-aligned; two human reviews pending","9917a1c01aa465e5308ad4ab9c236beb80bc5d9bfbbff69586dcd399abce3303"
"gita.8.7","8","7","Krishna","तस्मात्सर्वेषु कालेषु मामनुस्मर युध्य च।
मय्यर्पितमनोबुद्धिर्मामेवैष्यस्यसंशयः (orसंशयम्) ॥","tasmātsarveṣu kāleṣu māmanusmara yudhya ca
mayyarpitamanobuddhirmāmevaiṣyasyasaṃśayaḥ","Therefore, at all times remember me, and engage in battle. Fixing your mind and understanding on me, you will come to me, there is no doubt.","machine-aligned; two human reviews pending","3954b68e64f8c6d9358a8f7c4bf480b877e472bc68d48bedee2d9f1b5ee0d185"
"gita.8.8","8","8","Krishna","अभ्यासयोगयुक्तेन चेतसा नान्यगामिना।
परमं पुरुषं दिव्यं याति पार्थानुचिन्तयन् ॥","orsaṃśayama abhyāsayogayuktena cetasā nānyagāminā
paramaṃ puruṣaṃ divyaṃ yāti pārthānucintayan","He who thinks of the supreme divine Being O son of Pṛthā! with a mind not (running) to other (objects) and possessed of abstraction in the shape of continuous meditation (about the supreme) goes to him. He who possessed of reverence (for the supreme Being) with a steady mind and with the power of devotion","machine-aligned; two human reviews pending","1f2383adf1bf7243aba19500e184f5cd1cbdac13495efb44ae16f19e01efb52a"
"gita.8.9","8","9","Krishna","कविं पुराणमनुशासितार-
मणोरणीयंसमनुस्मरेद्यः।
सर्वस्य धातारमचिन्त्यरूप-
मादित्यवर्णं तमसः परस्तात् ॥","kaviṃ purāṇamanuśāsitāraṃ aṇoraṇīyaṃsamanusmaredyaḥ
sarvasya dhātāramacintyarūpaṃ ādityavarṇaṃ tamasaḥ parastāt","properly concentrates the life-breath between the brows and meditates on the ancient Seer the ruler more minute than the minutest atom the supporter of all who is of an unthinkable form whose brilliance is like that of the sun and who is beyond all darkness","machine-aligned; two human reviews pending","3adc9b604b1931f2fbb7032e7127234d48aa2fe720f37792ef14af957766360d"
"gita.8.10","8","10","Krishna","प्रयाणकाले मनसाऽचलेन
भक्त्या युक्तो योगबलेन चैव।
भ्रुवोर्मध्ये प्राणमावेश्य सम्यक्
स तं परं पुरुषमुपैति दिव्यम् ॥","prayāṇakāle manasā.acalena bhaktyā yukto yogabalena caiva
bhruvormadhye prāṇamāveśya samyak sa taṃ paraṃ puruṣamupaiti divyam","he attains to that transcendent and divine Being.","machine-aligned; two human reviews pending","536e8d2925663d4893a48d2d50065948f4bada6423c96ec6def6c85eb54f3583"
"gita.8.11","8","11","Krishna","यदक्षरं वेदविदो वदन्ति
विशन्ति यद्यतयो वीतरागाः।
यदिच्छन्तो ब्रह्मचर्यं चरन्ति
तत्ते पदं संग्रहेण प्रवक्ष्ये ॥","yadakṣaraṃ vedavido vadanti viśanti yadyatayo vītarāgāḥ
yadicchanto brahmacaryaṃ caranti tatte padaṃ saṃgraheṇa pravakṣye","I will tell you briefly about the seat, which those who know the Vedas declare to be indestructible which entered by ascetics from whom all desires have departed and wishing for which, people pursue the mode of life of Brahmacārins . He who leaves the body and departs (from this world) stopping up all passages","machine-aligned; two human reviews pending","c210440a42dae35cbfb7b6ad6a2953437b56b8ec2ce84d9b5701132f3a823169"
"gita.8.12","8","12","Krishna","सर्वद्वाराणि संयम्य मनो हृदि निरुध्य च।
मूध्न्यार्धायात्मनः प्राणमास्थितो योगधारणाम् ॥","sarvadvārāṇi saṃyamya mano hṛdi nirudhya ca
mūdhnyā^^rdhāyātmanaḥ prāṇamāsthito yogadhāraṇām","and confining the mind within the heart placing the life-breath in the head","machine-aligned; two human reviews pending","3feef2d5d03fcac085e5f33cc0b1a579eb2231eff871680c122613192678a182"
"gita.8.13","8","13","Krishna","ओमित्येकाक्षरं ब्रह्म व्याहरन्मामनुस्मरन्।
यः प्रयाति त्यजन्देहं स याति परमां गतिम् ॥","omityekākṣaraṃ brahma vyāharanmāmanusmaran
yaḥ prayāti tyajandehaṃ sa yāti paramāṃ gatim","and adhering to uninterrupted meditation repeating the single syllable 'Om,' (signifying) the eternal Brahman","machine-aligned; two human reviews pending","99f91c9b2944e816d4d6eb31e70e2b3c87f9f8131519950d738a3e3f77ce7f44"
"gita.8.14","8","14","Krishna","अनन्यचेताः सततं यो मां स्मरति नित्यशः।
तस्याहं सुलभः पार्थ नित्ययुक्तस्य योगिनः ॥","ananyacetāḥ satataṃ yo māṃ smarati nityaśaḥ
tasyāhaṃ sulabhaḥ pārtha nityayuktasya yoginaḥ","and meditating on me he reaches the highest goal. To the devotee who constantly practises abstraction O son of Pṛthā! and who with a mind not (turned) to anything else is ever and constantly meditating on me I am easy of access.","machine-aligned; two human reviews pending","a1e73de3272d3fe540c93b79258083d812666cbb0a954bade7e831fdb4fb34ca"
"gita.8.15","8","15","Krishna","मामुपेत्य पुनर्जन्म दुःखालयमशाश्वतम्।
नाप्नुवन्ति महात्मानः संसिद्धिं परमां गताः ॥","māmupetya punarjanma duḥkhālayamaśāśvatam
nāpnuvanti mahātmānaḥ saṃsiddhiṃ paramāṃ gatāḥ","The high-souled ones, who achieve the highest perfection, attaining to me, do not again come to life, which is transient, a home of woes.","machine-aligned; two human reviews pending","37884411388b96dd377fcaa168c58819b3180d788ef8c33d97840610fe9d4a4e"
"gita.8.16","8","16","Krishna","आब्रह्मभुवनाल्लोकाः पुनरावर्तिनोऽर्जुन।
मामुपेत्य तु कौन्तेय पुनर्जन्म न विद्यते ॥","ābrahmabhuvanāllokāḥ punarāvartino.arjuna
māmupetya tu kaunteya punarjanma na vidyate","All worlds O Arjuna ! up to the world of Brahman are (destined) to return. But O son of Kuntī! after attaining to me there is no birth again.","machine-aligned; two human reviews pending","aceecdbaefa4b95878b813369c698f71e94b1608670866282f5ce31ae5c02009"
"gita.8.17","8","17","Krishna","सहस्रयुगपर्यन्तमहर्यद् ब्रह्मणो विदुः।
रात्रिं युगसहस्रान्तां तेऽहोरात्रविदो जनाः ॥","sahasrayugaparyantamaharyad brahmaṇo viduḥ
rātriṃ yugasahasrāntāṃ te.ahorātravido janāḥ","Those who know a day of Brahman to end after one thousand ages and the night to terminate after one thousand ages are the persons who know day and night. On the advent of day","machine-aligned; two human reviews pending","5bade903902594a7ec61f80a2c20d2827007e0161d5d8b76897515df79908414"
"gita.8.18","8","18","Krishna","अव्यक्ताद् व्यक्तयः सर्वाः प्रभवन्त्यहरागमे।
रात्र्यागमे प्रलीयन्ते तत्रैवाव्यक्तसंज्ञके ॥","avyaktād vyaktayaḥ sarvāḥ prabhavantyaharāgame
rātryāgame pralīyante tatraivāvyaktasaṃjñake","all perceptible things are produced from the unperceived and on the advent of night they dissolve in that same (principle) called the unperceived.","machine-aligned; two human reviews pending","cd46c676a1f8b40fd036f77ab271fc935e74c0b5a463a8e98c81cba622f5f858"
"gita.8.19","8","19","Krishna","भूतग्रामः स एवायं भूत्वा भूत्वा प्रलीयते।
रात्र्यागमेऽवशः पार्थ प्रभवत्यहरागमे ॥","bhūtagrāmaḥ sa evāyaṃ bhūtvā bhūtvā pralīyate
rātryāgame.avaśaḥ pārtha prabhavatyaharāgame","This same assemblage of entities being produced again and again dissolves on the advent of night and O son of Pṛthā! issues forth on the advent of day","machine-aligned; two human reviews pending","adaa5147b51b9c173a3062eb69a429a4a685d5b9580dd653822ae9387b4ab550"
"gita.8.20","8","20","Krishna","परस्तस्मात्तु भावोऽन्योऽव्यक्तोऽव्यक्तात्सनातनः।
यः स सर्वेषु भूतेषु नश्यत्सु न विनश्यति ॥","parastasmāttu bhāvo.anyo.avyakto.avyaktātsanātanaḥ
yaḥ sa sarveṣu bhūteṣu naśyatsu na vinaśyati","without a will of its own. But there is another entity unperceived and eternal and distinct from this unperceived (principle) which is not destroyed when all entities are destroyed. It is called the unperceived, the indestructible","machine-aligned; two human reviews pending","dc5bbb3b6602a68332cd393445f7abcfe08f8ab18138321f07148695b17bcf43"
"gita.8.21","8","21","Krishna","अव्यक्तोऽक्षर इत्युक्तस्तमाहुः परमां गतिम्।
यं प्राप्य न निवर्तन्ते तद्धाम परमं मम ॥","avyakto.akṣara ityuktastamāhuḥ paramāṃ gatim
yaṃ prāpya na nivartante taddhāma paramaṃ mama","they call it the highest goal. Attaining to it none returns. That is my supreme abode. That supreme Being","machine-aligned; two human reviews pending","4dbc2b54be2a5343ce3470da598969fc903c3fce5433478d79abee27f89059ef"
"gita.8.22","8","22","Krishna","पुरुषः स परः पार्थ भक्त्या लभ्यस्त्वनन्यया।
यस्यान्तःस्थानि भूतानि येन सर्वमिदं ततम् ॥","puruṣaḥ sa paraḥ pārtha bhaktyā labhyastvananyayā
yasyāntaḥsthāni bhūtāni yena sarvamidaṃ tatam","O son of Pṛthā! he in whom all these entities dwell and by whom all this is permeated","machine-aligned; two human reviews pending","38caa53e4608bb12a557123b2c03f378ada3b8129c57d792ba0df0ad11395bcb"
"gita.8.23","8","23","Krishna","यत्र काले त्वनावृत्तिमावृत्तिं चैव योगिनः।
प्रयाता यान्ति तं कालं वक्ष्यामि भरतर्षभ ॥","yatra kāle tvanāvṛttimāvṛttiṃ caiva yoginaḥ
prayātā yānti taṃ kālaṃ vakṣyāmi bharatarṣabha","is to be attained to by reverence not (directed) to another. I will state the times, O descendant of Bharata! at which devotees departing (from this world) go, never to return, or to return.","machine-aligned; two human reviews pending","b4a171a2e1dcdc4f67c580db0b4ff8228cb09ddeb228ada0adfb5f155295d487"
"gita.8.24","8","24","Krishna","अग्निर्जोतिरहः शुक्लः षण्मासा उत्तरायणम्।
तत्र प्रयाता गच्छन्ति ब्रह्म ब्रह्मविदो जनाः ॥","agnirjotirahaḥ śuklaḥ ṣaṇmāsā uttarāyaṇam
tatra prayātā gacchanti brahma brahmavido janāḥ","The fire the flame the day the bright fortnight the six months of the northern solstice","machine-aligned; two human reviews pending","1eb2a5845897811a820f4a251693bb42d508791fbfecf4e53a5ed11044d40acc"
"gita.8.25","8","25","Krishna","धूमो रात्रिस्तथा कृष्णः षण्मासा दक्षिणायनम्।
तत्र चान्द्रमसं ज्योतिर्योगी प्राप्य निवर्तते ॥","dhūmo rātristathā kṛṣṇaḥ ṣaṇmāsā dakṣiṇāyanam
tatra cāndramasaṃ jyotiryogī prāpya nivartate","departing (from the world) in these those who know the Brahman go to the Brahman. Smoke, night, the dark fortnight, the six months of the southern solstice, (dying) in these, the devotee goes to the lunar light and returns.","machine-aligned; two human reviews pending","7d17433a2fbae5fe74bd7e35c287111b746c5ab13bd36e924bdfe15c310f85b5"
"gita.8.26","8","26","Krishna","शुक्लकृष्णे गती ह्येते जगतः शाश्वते मते।
एकया यात्यनावृत्तिमन्ययावर्तते पुनः ॥","śuklakṛṣṇe gatī hyete jagataḥ śāśvate mate
ekayā yātyanāvṛttimanyayāvartate punaḥ","These two paths, bright and dark, are deemed to be eternal in this world. By the one, (a man) goes never to return, by the other he comes back.","machine-aligned; two human reviews pending","7b2110ec73fd897e0bfb08044036540b8c5eec5eebd88d93010fb4d4b31ef64e"
"gita.8.27","8","27","Krishna","नैते सृती पार्थ जानन्योगी मुह्यति कश्चन।
तस्मात्सर्वेषु कालेषु योगयुक्तो भवार्जुन ॥","naite sṛtī pārtha jānanyogī muhyati kaścana
tasmātsarveṣu kāleṣu yogayukto bhavārjuna","Knowing these two paths, O son of Pṛthā! no devotee is deluded. Therefore at all times be possessed of devotion O Arjuna! A devotee knowing all this obtains all the holy fruit which is prescribed for (study of) the Vedas","machine-aligned; two human reviews pending","7c26df37de1d6896031f2bb74b2896cf768f90fb9973d694d41d8b79a00967e5"
"gita.8.28","8","28","Krishna","वेदेषु यज्ञेषु तपःसु चैव
दानेषु यत्पुण्यफलं प्रदिष्टम्।
अत्येति तत्सर्वमिदं विदित्वा
योगी परं स्थानमुपैति चाद्यम् ॥","vedeṣu yajñeṣu tapaḥsu caiva dāneṣu yatpuṇyaphalaṃ pradiṣṭam
atyeti tatsarvamidaṃ viditvā yogī paraṃ sthānamupaiti cādyam","for sacrifices and also for penances and gifts and he attains to the highest and primeval seat.","machine-aligned; two human reviews pending","9f0ab5fbd5053275df918c6054dfa2e4df72d5599149886139e16dd3a98cbfc1"
"gita.9.1","9","1","Krishna","श्रीभगवानुवाच।
इदं तु ते गुह्यतमं प्रवक्ष्याम्यनसूयवे।
ज्ञानं विज्ञानसहितं यज्ज्ञात्वा मोक्ष्यसेऽशुभात् ॥","śrībhagavānuvāca
idaṃ tu te guhyatamaṃ pravakṣyāmyanasūyave
jñānaṃ vijñānasahitaṃ yajjñātvā mokṣyase.aśubhāt","Now I will speak to you who are not given to carping of that most mysterious knowledge accompanied by experience by knowing which you will be released from evil.","machine-aligned; two human reviews pending","180eac24e30be73c614bda4120fca6752876446f71def088ec7f317f9f538ed2"
"gita.9.2","9","2","Krishna","राजविद्या राजगुह्यं पवित्रमिदमुत्तमम्।
प्रत्यक्षावगमं धर्म्यं सुसुखं कर्तुमव्ययम् ॥","rājavidyā rājaguhyaṃ pavitramidamuttamam
pratyakṣāvagamaṃ dharmyaṃ susukhaṃ kartumavyayam","It is the chief among the sciences, the chief among the mysteries. It is the best means of sanctification. It is imperishable, not opposed to the sacred law. It is to be apprehended directly, and is easy to practise.","machine-aligned; two human reviews pending","04d6aa23efa9bf4c3dcfbf3c697d0ab65df0088f0d1d57d3fb20d2a5306595bd"
"gita.9.3","9","3","Krishna","अश्रद्दधानाः पुरुषा धर्मस्यास्य परन्तप।
अप्राप्य मां निवर्तन्ते मृत्युसंसारवर्त्मनि ॥","aśraddadhānāḥ puruṣā dharmasyāsya parantapa
aprāpya māṃ nivartante mṛtyusaṃsāravartmani","O terror of your foes! those men who have no faith in this holy doctrine, return to the path of this mortal world, without attaining to me.","machine-aligned; two human reviews pending","7f6c6aa7ab0f46091e8ba83370a97a84e406d1e706c43f4795fa4cb715719ab1"
"gita.9.4","9","4","Krishna","मया ततमिदं सर्वं जगदव्यक्तमूर्तिना।
मत्स्थानि सर्वभूतानि न चाहं तेष्ववस्थितः ॥","mayā tatamidaṃ sarvaṃ jagadavyaktamūrtinā
matsthāni sarvabhūtāni na cāhaṃ teṣvavasthitaḥ","This whole universe is pervaded by me in an unperceived form. All entities live in me, but I do not live in them. Nor yet do all entities live in me.","machine-aligned; two human reviews pending","4d96a9080062980f25b5a0cc654621eed52a2551025a35853d04688b56c3d70d"
"gita.9.5","9","5","Krishna","न च मत्स्थानि भूतानि पश्य मे योगमैश्वरम्।
भूतभृन्न च भूतस्थो ममात्मा भूतभावनः ॥","na ca matsthāni bhūtāni paśya me yogamaiśvaram
bhūtabhṛnna ca bhūtastho mamātmā bhūtabhāvanaḥ","See my divine power. Supporting all entities and producing all entities","machine-aligned; two human reviews pending","1b0f04ac0340ef14503f529e96b05ebed37cc2833339c74a469ffd227bb0f9f2"
"gita.9.6","9","6","Krishna","यथाकाशस्थितो नित्यं वायुः सर्वत्रगो महान्।
तथा सर्वाणि भूतानि मत्स्थानीत्युपधारय ॥","yathākāśasthito nityaṃ vāyuḥ sarvatrago mahān
tathā sarvāṇi bhūtāni matsthānītyupadhāraya","my self lives not in (those) entities. As the great and ubiquitous atmosphere always remains in space know that similarly all entities live in me.","machine-aligned; two human reviews pending","4ba43936487195e9fa5cc30b4a9dec988fc5d58d071ffdbe20e5c7775e7a4fa7"
"gita.9.7","9","7","Krishna","सर्वभूतानि कौन्तेय प्रकृतिं यान्ति मामिकाम्।
कल्पक्षये पुनस्तानि कल्पादौ विसृजाम्यहम् ॥","sarvabhūtāni kaunteya prakṛtiṃ yānti māmikām
kalpakṣaye punastāni kalpādau visṛjāmyaham","At the expiration of a Kalpa , O son of Kuntī ! all entities enter my nature and at the beginning of a Kalpa, I again bring them forth.","machine-aligned; two human reviews pending","17a6c39ea2c0fc95d65dbc8115b38947d20de17eeb968138023f6ba84b436d7c"
"gita.9.8","9","8","Krishna","प्रकृतिं स्वामवष्टभ्य विसृजामि पुनः पुनः।
भूतग्राममिमं कृत्स्नमवशं प्रकृतेर्वशात् ॥","prakṛtiṃ svāmavaṣṭabhya visṛjāmi punaḥ punaḥ
bhūtagrāmamimaṃ kṛtsnamavaśaṃ prakṛtervaśāt","Taking the control of my own nature I bring forth again and again this whole collection of entities without a will of its own by the power of nature. But","machine-aligned; two human reviews pending","b86448221ff29fca1f590bd5a63ba9d91415e3c1be14867e3d3927aefdd8383f"
"gita.9.9","9","9","Krishna","न च मां तानि कर्माणि निबध्नन्ति धनञ्जय।
उदासीनवदासीनमसक्तं तेषु कर्मसु ॥","na ca māṃ tāni karmāṇi nibadhnanti dhanañjaya
udāsīnavadāsīnamasaktaṃ teṣu karmasu","O Arjuna ! these actions do not fetter me who remain like one unconcerned and who am unattached to those actions.","machine-aligned; two human reviews pending","32dec1e0482f94ce552b45624952d5a96a8fedb9f944080af7d63cdd3fa87e69"
"gita.9.10","9","10","Krishna","मयाध्यक्षेण प्रकृतिः सूयते सचराचरम्।
हेतुनानेन कौन्तेय जगद्विपरिवर्तते ॥","mayādhyakṣeṇa prakṛtiḥ sūyate sacarācaram
hetunānena kaunteya jagadviparivartate","Nature gives birth to movables and immovables through me, the supervisor, and by reason of that, O son of Kuntī! the universe revolves. Deluded people of vain hopes","machine-aligned; two human reviews pending","9cd845dadf7c446b88a132251e260b5b73009b63f56d167ea538b221847c7994"
"gita.9.11","9","11","Krishna","अवजानन्ति मां मूढा मानुषीं तनुमाश्रितम्।
परं भावमजानन्तो मम भूतमहेश्वरम् ॥","avajānanti māṃ mūḍhā mānuṣīṃ tanumāśritam
paraṃ bhāvamajānanto mama bhūtamaheśvaram","vain acts","machine-aligned; two human reviews pending","7bf54701f088f61e4262b62a6aa8a40d23bd3f38802a94008f259a44f5892376"
"gita.9.12","9","12","Krishna","मोघाशा मोघकर्माणो मोघज्ञाना विचेतसः।
राक्षसीमासुरीं चैव प्रकृतिं मोहिनीं श्रिताः ॥","moghāśā moghakarmāṇo moghajñānā vicetasaḥ
rākṣasīmāsurīṃ caiva prakṛtiṃ mohinīṃ śritāḥ","vain knowledge","machine-aligned; two human reviews pending","f665f226b35ecc33e8d385d2a8adb43b1ebdb7822bd62659447424dacbf15e92"
"gita.9.13","9","13","Krishna","महात्मानस्तु मां पार्थ दैवीं प्रकृतिमाश्रिताः।
भजन्त्यनन्यमनसो ज्ञात्वा भूतादिमव्ययम् ॥","mahātmānastu māṃ pārtha daivīṃ prakṛtimāśritāḥ
bhajantyananyamanaso jñātvā bhūtādimavyayam","whose minds are disordered and who are inclined to the delusive nature of Asuras and Rākṣasas not knowing my highest nature as great lord of all entities disregard me as I have assumed a human body. But the high-souled ones O son of Pṛthā! who are inclined to the godlike nature knowing me as the inexhaustible source of (all) entities","machine-aligned; two human reviews pending","355729182a64b1867147c83d9c2f7a9e4da90610709667d3d449f1cd0ea54764"
"gita.9.14","9","14","Krishna","सततं कीर्तयन्तो मां यतन्तश्च दृढव्रताः।
नमस्यन्तश्च मां भक्त्या नित्ययुक्ता उपासते ॥","satataṃ kīrtayanto māṃ yatantaśca dṛḍhavratāḥ
namasyantaśca māṃ bhaktyā nityayuktā upāsate","worship me with minds not (turned) elsewhere. Constantly glorifying me, and exerting themselves, firm in their vows, and saluting me with reverence,","machine-aligned; two human reviews pending","18d1018003050fa0cbdafb1ce955c21577d9a1f342d3aeee129d49f15023cc01"
"gita.9.15","9","15","Krishna","ज्ञानयज्ञेन चाप्यन्ये यजन्तो मामुपासते।
एकत्वेन पृथक्त्वेन बहुधा विश्वतोमुखम् ॥","jñānayajñena cāpyanye yajanto māmupāsate
ekatvena pṛthaktvena bahudhā viśvatomukham","they worship me, being always devoted. And others again, offering up the sacrifice of knowledge, worship me as one, as distinct, and as all-pervading in numerous forms.","machine-aligned; two human reviews pending","6105e3eda5099aed653f6ee8b593e796e95f90fc8c3d237c1e65533ae1b0c294"
"gita.9.16","9","16","Krishna","अहं क्रतुरहं यज्ञः स्वधाहमहमौषधम्।
मन्त्रोऽहमहमेवाज्यमहमग्निरहं हुतम् ॥","ahaṃ kraturahaṃ yajñaḥ svadhāhamahamauṣadham
mantro.ahamahamevājyamahamagnirahaṃ hutam","I am the Kratu, I am the Yajña, I am the Svadhā, I the product of the herbs. I am the sacred verse. I too am the sacrificial butter, and I the fire, I the offering. I am the father of this universe","machine-aligned; two human reviews pending","42f7b717a271c733263026c1f8757637da6fcb1dbc4354bb4f7768a3b0606327"
"gita.9.17","9","17","Krishna","पिताहमस्य जगतो माता धाता पितामहः।
वेद्यं पवित्रमोंकार ऋक्साम यजुरेव च ॥","pitāhamasya jagato mātā dhātā pitāmahaḥ
vedyaṃ pavitramoṃkāra ṛksāma yajureva ca","the mother the creator the grandsire the thing to be known the means of sanctification the syllable Om the Ṛk Sāman and Yajus also","machine-aligned; two human reviews pending","32035c069041f5a82fc0886cad40b6e7905ee8421fc49db1dc4868aa30f4ebd6"
